ID,Company name,City,ZIP,County,Est. Impact,LWDA,Date
,"Rivulis Irrigation, Inc.",Valdosta,31601,Lowndes,70,18,7/15/2018
GA2017000002C,Mayfield Dairy (Dean Foods),Braselton,30517,Gwinnett,108,7,9/16/2018
GA2017000004L,"Voith Paper Fabrics Waycross, LLC",Waycross,31503,Ware,53,18,9/17/2018
,"Owens-Brockway Glass Container, Inc.",Atlanta,30354,Fulton,256,3,7/18/2018
GA2017000006L,Siffron,Centerville,31028,Houston,53,11,9/30/2018
GA2017000007L,Morrison Healthcare (Food Service Div),Atlanta,30303,Fulton,162,3,7/31/2018
GA201800001,Georgia Pacific,Monticello,31064,Jasper,100,9,10/1/2018
,Chestatee Regional Hospital,Dahlonega,30533,Lumpkin,141,2,7/26/2018
GA201800002,"Alorica, Inc.",Kennesaw,30144,Cherokee,635,7,8/31/2018
GA201800005,Belks,Atlanta,30326,Fulton,99,3,7/31/2018
,NCR,Columbus,31907,Muscogee,94,14,10/31/2018
GA201800006,Anchor Glass,Warner Robins,31088,Houston,145,11,10/1/2018
,Sykes,Rome,30165,Floyd,181,1,7/31/2018
GA201800007,ActionMed Personnel,Thomasville,31792,Thomas,265,17,9/1/2018
GA201800008,Clean Break Cleaning Co.,DOUGLASVILLE,30135,Douglas,4,7,8/3/2018
,Crowne Plaza Atlanta Perimeter at Ravinia,Atlanta,30346,Dekalb,61,5,8/6/2018
GA201800009,James Michael Burns OD,Marietta,30066,Cobb,2,4,6/30/2018
,"Hollander Sleep Products, LLC",Thompson,30824,McDuffie,225,13,8/17/2018
GA201800016,"Bob McCormick and Associates, Inc",ATLANTA,30342,Fulton,1,3,8/2/2018
GA201800019,Bank of America,Atlanta,30337,Fulton,100,3,11/24/2018
GA201800022,"Trane U.S., Inc.",Macon,31216,Bibb,132,10,12/31/2018
GA201800024,Spillers Inc,Covington,30014,Newton,1,9,6/5/2018
CA201800001,"GIGYA, INC",MOUNTAIN VIEW,94043,Santa Clara,1,0,9/30/2018
GA201800026,"Freeland Harris Consulting Engineers of Georgia, Inc.",Tucker,30084,Dekalb,3,5,7/31/2018
GA201800027,"Legal Sea Foods, LLC",Atlanta,30313,Fulton,78,3,12/18/2018
GA201800029,IG Design Group - Americas,Midway,31320,Liberty,70,20,12/18/2018
GA201800030,"Respironics, Inc.",Kennesaw,30144,Cobb,350,4,4/30/2019
GA201800031,Tenneco,Hartwell,30643,Hart,564,2,5/1/2019
GA201800033,Childcare Network of GA LLC,Columbus,31909,Muscogee,146,14,1/1/2019
GA201800034,"HomeBridge Financial Services, Inc.",Kennesaw,30144,Cobb,125,4,12/31/2018
GA201800035,Solo Cup Operating Corporation,Augusta,30904,Richmond,139,12,12/31/2018
GA201800037,"Conifer Revenue Cycle Solutions, LLC",Atlanta,30312,Fulton,83,3,12/31/2018
GA201800038,"Conifer Revenue Solutions, LLC",Roswell,30076,Fulton,54,3,12/31/2018
GA201800039,"Conifer Revenue Cycle Solutions, LLC",Marietta,30066,Cobb,176,4,12/31/2018
GA201800040,"Conifer Revenue Cycle Solutions, LLC",Marietta,30060,Cobb,123,4,12/31/2018
GA201800041,"Conifer Revenue Cycle Solutions, LLC",Griffin,30224,Spalding,60,8,12/31/2018
GA201800042,"Conifer Revenue Cycle Solutions, LLC",Austell,30106,Cobb,88,4,12/31/2018
GA201800043,"XPO Logistics Worldwide, Inc.",Midland,31820,Muscogee,75,14,2/28/2018
GA201800044,"Aptim Federal Several Services, LLC",Fort Benning,30190,Chattahoochee,152,14,1/1/2019
GA201800045,Super Service,Ellenwood,30049,Dekalb,158,5,1/1/2019
GA201800046,"Wall Timber Products, Inc.",Sylvania,30467,Screven,275,20,11/5/2018
GA201800051,Georgia-Pacific Wood Products LLC,Warm Springs,31830,Meriwether,321,8,12/17/2018
GA201800052,Mattex USA Manufacturing LLC,CHATSWORTH,30705,Murray,140,1,1/19/2019
GA201800054,Sodexo-Atlanta Medical Center,Atlanta,30312,Fulton,81,3,11/18/2018
GA201800056,Polycycle Solutions LLC,Newnan,30265,Coweta,17,8,12/28/2018
GA201800059,ABM,30313,30313,Fulton,144,3,1/1/2019
GA201800060,ABM,Atlanta,30313,Fulton,32,3,1/1/2019
,Trinity Rail,Cartersville,30121,Bartow,298,1,01/08/2017
,Sears Holding Corporation,Stone Mountain,30083,Dekalb,48,5,01/12/2017
,Americold Logistics LLC,Forest Park,30297,Clayton,31,7,01/23/2017
,DAL Global Services,Atlanta,30354,Fulton,52,3,02/01/2017
,Remington Outdoor Company,Kennesaw,30144,Cobb,23,4,02/10/2017
,Whole Food Market,Roswell,30076,Fulton,149,3,02/12/2017
,"CAN Capital, Inc.",Kennesaw,30144,Cobb,136,4,02/13/2017
,Bin Tech,Duluth,30098,Gwinnett,108,7,02/17/2017
,Whole Food Market,Augusta,30909,Richmond,70,12,02/22/2017
,Kenco,Fairburn,30213,Fulton,71,3,02/27/2017
,Windstream Communications,Atlanta,30309,Fulton,55,3,03/01/2017
,Macy's,Athens,30606,Clarke,81,9,03/06/2017
,Walmart,Marietta,30064,Cobb,68,4,03/17/2017
,Burris Logistics,Atlanta,30349,Fulton,167,3,03/20/2017
,Boeing,Macon,31216,Bibb,18,10,03/24/2017
,Suniva,Norcross,30092,Gwinnett,131,7,03/29/2017
,Swift Spinning,Columbus,31907,Muscogee,20,14,03/29/2017
,Siemens Healthineers,Duluth,30097,Gwinnett,70,7,03/31/2017
,Newell Brands,Atlanta,30349,Fulton,258,3,03/31/2017
,bebe,Atlanta,30339,Fulton,13,3,03/31/2017
,bebe,Atlanta,30346,Dekalb,12,5,03/31/2017
,Exel,Social Cirlce,30025,Walton,280,9,04/08/2017
,Macy's ,Stone Mountain,30083,Dekalb,133,5,04/16/2017
,Standard Textile,Augusta,30904,Richmond,30,12,05/01/2017
,Perdue Foods,Gainesville,30507,Hall,60,2,05/01/2017
,Monroe County Hospital,Forsyth,31029,Monroe,120,11,05/08/2017
,Walmart,Roswell,30075,Fulton,68,3,05/12/2017
,Sheraton Atlanta Airport Hotel,Atlanta,30337,Fulton,145,3,05/12/2017
,International Fragrance & Tech bda Agilex Frangrances ,Canton,30115,Cherokee,32,7,05/19/2017
,NexLinx,Duluth ,30096,Gwinnett,236,7,05/21/2017
,bebe,Buford,30519,Gwinnett,8,7,05/27/2017
,bebe,Kennesaw,30144,Cobb,11,4,05/27/2017
,bebe,Atlanta,30326,Fulton,19,3,05/27/2017
,hhgregg,Ellenwood,30294,Dekalb,58,5,05/31/2017
,Zep Inc,Atlanta,30318,Fulton,88,3,06/01/2017
,Zep Inc,Atlanta,30336,Fulton,70,3,06/01/2017
,"Pro Source, Inc.",Atlanta,30341,Dekalb,85,5,06/04/2017
,PFG Customized Distribution,Austell,30168,Cobb,170,4,06/06/2017
,Bechtel Infrastructure and Power Corporation,Smyrna,30080,Cobb,73,4,06/09/2017
,Popeyes,Atlanta,30346,Dekalb,81,5,06/19/2017
,Walmart,Alpharetta,30009,Fulton,73,3,06/23/2017
,Dollar Express,Lake City,30260,Clayton,8,7,06/30/2017
,Dollar Express,Columbus,31907,Muscogee,5,14,06/30/2017
,Dollar Express,Stone Mountain,30083,Dekalb,7,5,06/30/2017
,Dollar Express,Decatur ,30032,Dekalb,8,5,06/30/2017
,Dollar Express,Decatur ,30034,Dekalb,11,5,06/30/2017
,Dollar Express,Decatur ,30034,Dekalb,11,5,06/30/2017
,Dollar Express,Norcross,30071,Gwinnett,8,7,06/30/2017
,Dollar Express,Atlanta,30315,Fulton,9,3,06/30/2017
,Dollar Express,Atlanta,30310,Fulton,7,3,06/30/2017
,Dollar Express,Atlanta,30350,Fulton,5,3,06/30/2017
,Dollar Express,Atlanta,30310,Fulton,12,3,06/30/2017
,Dollar Express,Atlanta,30311,Fulton,11,3,06/30/2017
,Dollar Express,Atlanta,30329,Fulton,9,3,06/30/2017
,Dollar Express,Atlanta,30315,Fulton,12,3,06/30/2017
,Millwood ,Atlanta,30336,Fulton,97,3,06/30/2017
,Aramark (Albany State University),Albany,31705,Dougherty,97,17,06/30/2017
,Sodexo ,Atlanta,30317,Fulton,372,3,06/30/2017
,General Dynamics Mission Systems,Fort Gordon,30905,Richmond,122,12,07/11/2017
,Source Medical,Rome,30161,Floyd,18,1,07/12/2017
,YP LLC,Tucker,30084,Dekalb,50,5,07/14/2017
,Coca-Cola ,Atlanta,30308,Fulton,59,3,07/15/2017
,Coca-Cola,Atlanta,30313,Fulton,28,3,07/15/2017
,Coca-Cola,Atlanta,30313,Fulton,334,3,07/15/2017
,Boeing,Macon,31216,Bibb,5,10,07/21/2017
,Kellogg's ,Union City,30349,Fulton,181,3,07/29/2017
,AngioDynamics,Manchester,31816,Meriwether,79,8,07/31/2017
,JC Penney,Macon,31206,Bibb,75,10,07/31/2017
,"CAN Capital, Inc.",Kennesaw,30144,Cobb,55,4,07/31/2017
,B & B Bacrach,Buford,30519,Gwinnett,7,7,08/06/2017
,B & B Bacrach,Atlanta,30326,Fulton,5,3,08/06/2017
,Golden State Foods,Conyers,30013,Rockdale,94,7,08/20/2017
,DSC Logistics,Atlanta,30349,Fulton,109,3,08/22/2017
,DS Services,Mableton ,30126,Cobb,46,4,08/25/2017
,ExpressJet Airlines,Atlanta,30354,Fulton,50,3,08/28/2017
,Sodexo ,Lawrenceville,30043,Gwinnett,63,7,08/31/2017
,WestRock,Atlanta,30318,Fulton,71,3,08/31/2017
,Crawford & Company,Atlanta,30328,Dekalb,13,5,09/01/2017
,Ricoh Logistics,Lawrenceville,30043,Gwinnett,50,7,09/29/2017
,Husqvarna Group,Swainsboro,30401,Emanuel,113,16,10/01/2017
,Menzies Aviation,Atlanta,30354,Fulton,298,3,10/10/2017
,Lockheed Martin Missiles and Fire Control,Warner Robins,31098,Houston,88,11,10/10/2017
,Bombardier Aircraft Services ,Macon,31216,Bibb,89,10,10/19/2017
,"American Transitional Hospitals,LLC dba Select Specialty Hospital",Atlanta,30308,Fulton,116,3,10/20/2017
,HAECO American Airframe Services,Macon,31216,Bibb,161,10,11/06/2017
,Kmart,Mableton,30126,Cobb,90,4,11/12/2017
,"ABM Aviation, Inc",Atlanta,30320,Fulton,1179,3,11/15/2017
,WestRock,Lithia Springs,30122,Douglas,57,7,11/27/2017
,Tiya,Fort Benning,31905,Chattahoochee,264,14,11/30/2017
,Aptim,Fort Benning,31905,Chattahoochee,175,14,11/30/2017
,Invista,Athens,30601,Clarke,52,9,12/12/2017
,Athena Healthcare,Atlanta,30308,Fulton,61,3,12/18/2017
,Mastec,Atlanta,30339,Cobb,53,4,12/29/2017
,GE Power,Atlanta,30339,Cobb,20,4,12/29/2017
,Corix ,Lawrenceville,30046,Gwinnett,53,7,12/30/2017
,Coca-Cola,Atlanta,30308,Fulton,46,3,12/31/2017
,Coca-Cola,Atlanta,30313,Fulton,5,3,12/31/2017
,Coca-Cola,Atlanta,30313,Fulton,128,3,12/31/2017
,Omnova Solutions,Calhoun,30701,Gordon,30,1,01/01/2016
,Ryder Integrated Logistics,Macon,31216,Bibb,124,10,01/09/2016
,TigerDirect Inc,Jefferson,30549,Jackson,30,9,01/17/2016
,SYX Distribution Inc,Jefferson,30549,Jackson,99,9,01/17/2016
,"Rockmart Healthcare and Rehabilitation, LLC",Rockmart,30151,Polk,92,1,01/20/2016
,WestRock,Atlanta,30318,Fulton,66,3,01/20/2016
,INPAX Shipping Solutions,Atlanta,30315,Fulton,37,3,01/23/2016
,Express,Rome,30161,Floyd,24,1,01/30/2016
,GA State University,Atlanta,30302,Dekalb,25,5,02/02/2016
,Berry Plastics,Morrow,30260,Gwinnett,102,7,02/03/2016
,JCG Farms,Rockmart,30153,Polk,35,1,02/07/2016
,Hanna and Associates,Marietta,30069,Cobb,200,4,02/10/2016
,Road America Motor Club,Columbus,31903,Muscogee,285,14,02/12/2016
,Genco,McDonough,30253,Henry,88,7,02/14/2016
,Advance Auto Parts,Atlanta,30336,Fulton,8,3,02/16/2016
,South State Bank,Martinez,30907,Richmond,91,12,02/17/2016
,McKesson Medical/Surgical,Kennesaw,30144,Cobb,30,4,02/18/2016
,"Masterack, Division of Leggett & Platt",Atlanta,30316,Fulton,121,3,02/29/2016
,American Residential Properties,Atlanta,30342,Fulton,2,3,02/29/2016
,Procter & Gamble,Augusta,30906,Richmond,0,12,03/01/2016
,O-BASF,Gordon,31031,Wilkinson,134,11,03/03/2016
,"World Class Distribution, Inc. ",Suwanee,30024,Gwinnett,24,7,03/07/2016
,"Full Steam Staffing, LLC",Suwanee,30024,Gwinnett,200,7,03/07/2016
,"Caterpillar, Inc. ",Thomasville,31792,Thomas,210,17,03/08/2016
,Mycom North America,Roswell,30076,Fulton,11,3,03/10/2016
,"Delta Global Services, LLC.",Atlanta,30320,Fulton,275,3,03/15/2016
,"Carbo Ceramics, Inc.",Toomsboro,31090,Wilkinson,45,11,03/15/2016
,Sears  ,Rome,30165,Floyd,45,1,03/20/2016
,Technicolor Home Entertainment Services Southeast ,Kennesaw,30144,Cobb,63,4,03/23/2016
,Kocher + Beck,Suwanee,30024,Forsyth,60,2,03/25/2016
,Metropolitan Atlanta Rapid Transit Authority (MARTA),Atlanta,30324,Fulton,371,3,03/25/2016
,"Americold Logistics, LLC.",McDonough,30253,Henry,43,7,04/15/2016
,"DB Schenker, Inc. ",Augusta,30906,Richmond,27,12,04/23/2016
,Chartwells,Valdosta,31698,Lowndes,225,18,04/29/2016
,Hancock Fabrics,Rome,30165,Floyd,12,1,04/30/2016
,"Aramark Educational Services, LLC",Carrollton ,30118,Carroll,234,8,04/30/2016
,Maslow Media Group,Atlanta,30339,Fulton,1,3,04/30/2016
,Georgia Department of Agriculture ,Atlanta,30334,Fulton,52,3,05/01/2016
,Concentrix Corporation,Norcross,30092,Gwinnett,454,7,05/07/2016
,"Bellsouth Telecommunications, LLC",Columbus,31901,Muscogee,75,14,05/17/2016
,American Hospice/Embracing Hospice,Atlanta ,30342,Fulton,49,3,05/20/2016
,Maplehurst Bakeries  ,Carrollton ,30117,Carroll,140,8,05/21/2016
,"Reliant Transportation, inc.",Savannah,31415,Chatham,720,20,05/27/2016
,Spartan Nash,Statesboro,30458,Bulloch,60,20,05/28/2016
,W. S. Badcock Corporation Distribution Center,Thomson,30824,McDuffie,48,13,05/31/2016
,Butler (Formerly Evercare),Waynesboro,30830,Burke,42,12,05/31/2016
,Amrep/ZepInc,Marietta,30062,Cobb,74,4,06/01/2016
,"Caterpillar, Inc. ",Toccoa,30577,Stephens,70,2,06/01/2016
,North Georgia Medical Center,Ellijay,30540,Gilmer,38,1,06/06/2016
,Sports Authority,McDonough,30253,Henry,104,7,06/10/2016
,Maplehurst Bakeries  ,Carrollton ,30117,Carroll,0,8,06/30/2016
,"Superior Manufacturing Group, Inc.",Calhoun,30701,Gordon,40,1,06/30/2016
,Fibrant,Augusta,30901,Richmond,285,12,06/30/2016
,Resolute Forest Products,Augusta,30906,Richmond,96,12,07/05/2016
,WellStar,Marietta,30062,Cobb,521,4,07/09/2016
,TriEpiz Lab Group LLC,Oklahama City,73107,Fulton,5,3,07/28/2016
,Kmart,Rome,30161,Floyd,87,1,07/31/2016
,"Augusta Service Company, Inc. ",Agusuta,30901,Richmond,21,12,07/31/2016
,"Benchmark Brands, Inc. ",Atlanta,30309,Fulton,156,3,08/11/2016
,Capital City Bank,Waynesboro,30830,Burke,8,12,08/19/2016
,Core Logic,Atlanta,30328,Fulton,36,3,08/29/2016
,Ditech ,Kennesaw,30144,Cobb,80,4,09/21/2016
,GENCO,McDonough,30253,Henry,100,7,09/22/2016
,Crawford and Company,Atlanta,30319,Dekalb,21,5,09/30/2016
,Albany State Univeristy,albany,31705,Dougherty,55,17,09/30/2016
,EchoStar Technologies LLC.,Atlanta,30346,Dekalb,137,5,10/01/2016
,Tyonek Services Group,warner robins,31098,Houston,85,11,10/07/2016
,Beaulieu America,Dalton ,30720,Whitfield,75,1,10/23/2016
,Gossen,Cartersville,30121,Bartow,50,1,10/24/2016
,Barrette Outdoor Living LLC.,Pendergrass,30567,Jackson,73,9,10/28/2016
,"Sam Dong Georgia, Inc. ",Waynesboro,30830,Burke,56,12,10/28/2016
,KPS Global,Conyers,30013,Rockdale,123,7,10/31/2016
,"Talenti Gelato, LLC",Marietta,30062,Cobb,234,4,11/04/2016
,Holiday Inn Atlanta Perimeter,Atlanta,30341,Dekalb,43,5,11/20/2016
,Shaw Plant M3,Fitgerald ,31750,Ben Hill,210,18,11/21/2016
,Advantage Behavioral Health,Athens,30601,Clarke,16,9,11/28/2016
,Hawker Beechcraft,Atlanta,30341,Dekalb,42,5,11/30/2016
,Experience Works,Forest Park,30297,Clayton,7,7,12/01/2016
,Coca-Cola European Partners,Atlanta,30339,Cobb,89,4,12/15/2016
,Southeast Service Corporation,Auburn,30011,Barrow,98,9,12/16/2016
,The Boeing Company/Macon,Macon,31216,Bibb,39,10,12/16/2016
,New Point Media Group,Lawrenceville,30046,Gwinnett,74,7,12/16/2016
,Plastic Omnium,Norcross,30093,Gwinnett,83,7,12/19/2016
,Athena Healthcare,Atlanta,30308,Fulton,49,3,12/30/2016
,"CDK Global, LLC",Augusta,30901,Richmond,61,12,12/31/2016
,Corizon Health,Atlanta,30318,Fulton,208,3,12/31/2016
,Corizon Health,Lawrenceville,30043,Gwinnett,120,7,12/31/2016
,Gold Creek Foods,Gainesville,30504,Hall,250,2,1/2/2015
,Spears Mattress Company,Rome,30161,Floyd,80,1,1/2/2015
,Lockheed Martin Corp Info System  Global Solutions,Fort Benning,31724,Muscogee,74,14,1/14/2015
,Generation Mortgage Company,Atlanta,30305,Fulton,64,3,1/15/2015
,"Johnson Controls, Inc. ",West Point,31833,Troup,103,8,1/16/2015
,General Electric Power and Water,Duluth,30096,Gwinnett,250,7,1/23/2015
,Quad Graphics,Atlanta,30340,Dekalb,110,5,2/1/2015
,Remington Outdoor Company,Kennesaw,30144,Cobb,34,4,2/15/2015
,Litho-Krome ,Midland,31820,Muscogee,46,14,2/18/2015
,Imerys Oilfield Minerals ,Andersonville,31711,Schley,63,15,2/26/2015
,Sony,Atlanta,30305,Fulton,100,3,2/27/2015
,Remington Outdoor Company,Lawrenceville,30043,Gwinnett,28,7,2/28/2015
,Nordstrom,Buford,30519,Gwinnett,174,7,2/28/2015
,Briggs and Stratton Co. ,McDonough,30253,Henry,447,7,3/1/2015
,"Carbo Ceramics, Inc.",McIntyre,31054,Wilkinson,58,11,3/5/2015
,"Infosys McCamish Systems, LLC.",Atlanta,30339,Fulton,61,3,3/6/2015
,Trulite Glass Company,Lithia Springs,30122,Douglas,87,7,3/8/2015
,Triton Digital,Kennesaw,30144,Cobb,51,4,3/11/2015
,L-3 Army Sustainment Division/RASM-E Program,Savannah,31409,Chatham,82,20,3/20/2015
,Sitel,Augusta,30906,Richmond,677,12,3/23/2015
,Insteel Wire Products ,Newnan,30265,Carroll,20,8,3/30/2015
,Kmart Distribution Center/Forest Park,Forest Park,30297,Clayton,150,7,3/31/2015
,Generation Mortgage Company,Atlanta,30305,Fulton,25,3,3/31/2015
,Fresenius Medical Care,Macon,31210,Bibb,32,10,4/3/2015
,JC Penny,Dalton ,30721,Whitfield,85,1,4/4/2015
,Sears Holdings Corporation,Newnan,30265,Coweta,164,8,4/10/2015
,"Tyson Farms, Inc.",Dawson,99999,Terrell,70,17,4/10/2015
,Lockheed Martin Corporation Information Systems & Global Solutions ,Fort Benning,31724,Muscogee,68,14,4/12/2015
,"Affinity Specialty Apparel, Inc.  ",Atlanta,30336,Fulton,76,3,4/15/2015
,Smead Manufacturing Company,Locust Grove,30248,Henry,150,7,4/21/2015
,Kmart Distribution Center/Newnan,Newnan,30265,Coweta,130,8,4/30/2015
,Meda Pharmaceuticals,Atlanta,30339,Cobb,21,4,4/30/2015
,GA Student Finance Commission,Tucker,30084,Dekalb,25,5,4/30/2015
,International Auto Processing,Brunswick,31523,Glynn,65,20,4/30/2015
,AIG,Alpharetta,30022,Fulton,365,3,5/1/2015
,Moriah Services LLC.,Rome,30165,Floyd,33,1,5/1/2015
,Emory Healthcare,Fayetteville,30215,Fayette,57,7,5/15/2015
,United Airlines,Atlanta,30320,Clayton,87,7,5/17/2015
,"New Breed Leasing of New Jersey, Inc. ",Atlanta,30336,Fulton,89,3,5/26/2015
,"Tyson Farms, Inc.",Buena Vista,31803,Marion,190,15,5/29/2015
,The Intown Academy,Atlanta,30308,Fulton,60,3,5/29/2015
,QSI Sanitation,Buena Vista,31803,Marion,35,15,5/29/2015
,DBHDD/Central State Hospital ,Milledgeville,31062,Baldwin,72,11,5/31/2015
,Kongsberg Automotive,Swainsboro,30401,Emanuel,180,16,6/1/2015
,Staples,Austell,30168,Cobb,150,4,6/5/2015
,Hancock-Able Services LLC,Hapeville,30354,Fulton,135,3,6/5/2015
,CNH Industrial ,Calhoun,30701,Gordon,94,1,6/12/2015
,Kellogg Columbus Bakery,Columbus,31903,Muscogee,271,14,6/13/2015
,Community Action for Improvement ,LaGrange,30241,Troup,200,8,6/19/2015
,"Gill Industries, Inc.",Trenton,30752,Dade,30,1,6/29/2015
,Macon-Bibb EOC,Macon,31201,Bibb,150,10,6/30/2015
,First Student ,Savannah,31415,Chatham,564,20,6/30/2015
,Sodexo,Kennesaw,30144,Cobb,167,4,6/30/2015
,Hubbel Power Systems,Buford,30518,Hall,21,2,7/24/2015
,Generation Mortgage Company,Atlanta,30309,Fulton,76,3,7/31/2015
,Vectrus,Fort Benning,31905,Muscogee,540,14,8/9/2015
,ALOG Corporation,Fort Benning ,31905,Muscogee,159,14,8/9/2015
,"Office Depot, Inc.",Smyrna,30082,Cobb,75,4,8/14/2015
,CoStar Group,Norcross,30092,Gwinnett,79,7,8/18/2015
,DeKalb County Government ,Decatur,30030,Dekalb,88,5,8/27/2015
,CNH Industrial ,Calhoun,30701,Gordon,120,1,8/28/2015
,Tatitlek Corporation,Suwanee,30024,Gwinnett,22,7,8/31/2015
,Kaplan,Alpharetta,30022,Fulton,77,3,9/1/2015
,"DS Services of America, Inc.  ",Flowery Branch,30542,Hall,139,2,9/5/2015
,"DSM Chemical North America, LLC",Augusta,30901,Richmond,32,12,9/14/2015
,Yanfeng Automotive Interiors ,West Point,31833,Troup,39,8,9/28/2015
,Silverleaf Resorts,Buford,30519,Gwinnett,186,7,9/28/2015
,World Marketing Atlanta,Smyrna,30082,Cobb,105,4,9/28/2015
,Delta Global Services,Atlanta,30320,Clayton,117,7,10/1/2015
,Garda World,Smyrna,30001,Cobb,56,4,10/3/2015
,"Shaw Industries Group, Inc. ",Bainbridge,39817,Decatur,267,17,10/15/2015
,Hutcheson Medical Center,Fort Oglethorpe,30742,Catoosa,169,1,10/15/2015
,"Chubby's Chicken Fingers & More, LLC",Valdosta,31602,Lowndes,33,18,10/25/2015
,DermaTran Health Solutions,Rome,30165,Floyd,12,1,10/31/2015
,Colson Group,Newnan,30265,Coweta,55,8,11/1/2015
,GENCO,Pendergrass,30567,Jackson,65,9,11/5/2015
,Aramark,Atlanta,30315,Fulton,1078,3,11/15/2015
,Triple Crown Services,East Point,99999,Fulton,240,3,11/17/2015
,Kellogg Columbus Bakery,Columbus,31903,Muscogee,99,14,11/20/2015
,Navitor Southeast ,Alto,30510,Habersham,71,2,11/30/2015
,Huntsman Corps Pigments,Cartersville,30120,Barrow,9,9,12/1/2015
,Quad/Graphics,Evans,30809,Columbia,225,13,12/3/2015
,"Daiichi Sankyo, Inc.",Duluth,30097,Gwinnett,20,7,12/11/2015
,Saddle Creek Logistics Services,Lithia Springs,30122,Douglas,112,7,12/12/2015
,Gulfstream,Savannah,31402,Chatham,349,20,12/15/2015
,Gannett Publishing Service,Atlanta,30336,Fulton,34,3,12/27/2015
,Barclays Capital,Atlanta,30326,Fulton,11,3,12/28/2015
,Sparton Corporation,Lawrenceville,30043,Gwinnett,82,7,12/31/2015
,Esterline Technologies Company,Duluth,30097,Gwinnett,65,7,12/31/2015
